"id","userReviewSeries","userReviewOnlyContent","userRatingSeries","userRatingValue","businessReplied","businessReplyContent","userReviewContent","LowAvgHighCost","businessType","cityState","friends","reviews","photos","eliteStatus","userName","Date","userBusinessPhotos","userCheckIns","weekday","the","and","for.","have","that","they","this","you","not","but","good","with","the_ratios","and_ratios","for_ratios","have_ratios","that_ratios","they_ratios","this_ratios","you_ratios","not_ratios","but_ratios","good_ratios","with_ratios","maxVote","votedRating","Rating","finalPrediction","CorrectPrediction","actualRatingValue"
269,"mostRecentVisit_review","Good prices clean friendly long lines but self checkout is cool as long as you don't plan on buy alcohol","mostRecentVisit_rating",4,"no",NA,"2/19/2016
Good prices clean friendly long lines but self checkout is cool as long as you don't plan on buy alcohol","Low","grocery store","Corona, CA",0,9,NA,NA,"Marie T.","2016-02-19",NA,NA,"Thu",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.048,0,0.048,0,0,5,5,"5","5",0,"rating 4"
27,"mostRecentVisit_review","I was first suspicious of this place when I walked in and saw signs trading yelp reviews for raffle tickets for a Ring Doorbell. I still gave the place a chance. I saw the acupuncturist there. They checked my insurance and told me I had coverage for services for a copay of $15 a session. I was shocked because any service should have been a $40 copay. I went for a few weeks. The acupuncturist diagnosis for my condition kept changing when I would come back with  actual medical information from other doctors appointments. When his diagnoses were proven wrong, he finally told me I was creating a condition from stress.  This was untrue and after further testing from a specialist, I received a diagnosis that explained my symptoms. I stopped going after he said that. He made a very difficult time in my life worse by suggesting I was creating symptoms.  I wasn't going to write a review after all that, but months later I received a bill when I thought I had no balance. TURNS OUT I HAD NO COVERAGE FOR THEIR SERVICES.  I would not have gone 2xs a week for as long as I did if I knew I had zero insurance coverage.
","mostRecentVisit_rating",1,"no",NA,"2/4/2019
I was first suspicious of this place when I walked in and saw signs trading yelp reviews for raffle tickets for a Ring Doorbell. I still gave the place a chance. I saw the acupuncturist there. They checked my insurance and told me I had coverage for services for a copay of $15 a session. I was shocked because any service should have been a $40 copay. I went for a few weeks. The acupuncturist diagnosis for my condition kept changing when I would come back with  actual medical information from other doctors appointments. When his diagnoses were proven wrong, he finally told me I was creating a condition from stress.  This was untrue and after further testing from a specialist, I received a diagnosis that explained my symptoms. I stopped going after he said that. He made a very difficult time in my life worse by suggesting I was creating symptoms.  I wasn't going to write a review after all that, but months later I received a bill when I thought I had no balance. TURNS OUT I HAD NO COVERAGE FOR THEIR SERVICES.  I would not have gone 2xs a week for as long as I did if I knew I had zero insurance coverage.
","Avg","chiropractic","Corona, CA",11,15,2,NA,"Melissa G.","2019-02-04",NA,NA,"Wed",3,3,8,2,3,1,2,0,1,1,0,1,0.013,0.013,0.035,0.009,0.013,0.004,0.009,0,0.004,0.004,0,0.004,10,5,"5","5",0,"rating 1"
270,"mostRecentVisit_review","My first visit to LOW COST GROCERY STORE was today and they are now my favorite grocery store!
On initial entry this store can be overwhelming. It is BIG, no frills, but super clean.

Huge selection of produce, meats, breads - more so then at any regular area supermarket. and all very reasonably priced.  All the produce and meat looked fresh.
They even sell lamb. Lamb shanks at regular price of $ As ers noted, a  large variety of candy, pasta, flour, cereals, rice, etc. etc.  - you name it - sold in bins.

Noted with interest:

They sell whole prepared chickens for $ Different vinegars/oils/barbecue sauce//spaghetti sauce/ketchup  - big selection - and at prices last seen in regular supermarkets many years ago;

Some canned items - things i buy -  tuna ($ .The wedges and little boxes of Brie cheese - my favorite cheese - each at least $ And sometimes it is the little things one notes. Their egg cartons, again lesser priced then at area supermarkets, are stacked in such a way that the expiration date is displayed and immediate to see. The egg cartons tonight had expiration dates of Added bonus - they are open Their customer service is impeccable. I got there around Not all is perfect:
Seafood Dept. limited, but that's okay - better limited and fresh fish then large variety;
i could not find any of my German dumpling nor sauce mixes - but fore those i have to frequent select local supermarkets anyway.

I just hope LOW COST GROCERY STORE keeps it up with the same pricing/quality/customer service!
And do they have a bakery department and I missed it? I shall return.","mostRecentVisit_rating",5,"no",NA,"8/14/2014
My first visit to LOW COST GROCERY STORE was today and they are now my favorite grocery store!
On initial entry this store can be overwhelming. It is BIG, no frills, but super clean.

Huge selection of produce, meats, breads - more so then at any regular area supermarket. and all very reasonably priced.  All the produce and meat looked fresh.
They even sell lamb. Lamb shanks at regular price of $ 3.99/lb. from lamb raised in the US, i.e. USDA inspected.

As previous reviewers noted, a  large variety of candy, pasta, flour, cereals, rice, etc. etc.  - you name it - sold in bins.

Noted with interest:

They sell whole prepared chickens for $ 4.99 - so, cheaper then any other  area supermarkets;

Different vinegars/oils/barbecue sauce//spaghetti sauce/ketchup  - big selection - and at prices last seen in regular supermarkets many years ago;

Some canned items - things i buy -  tuna ($ .79) , water chestnuts ($ .79), mushrooms ($ .68) - bargains!

The wedges and little boxes of Brie cheese - my favorite cheese - each at least $ 2.00 less then at area supermarkets. Other cheese varieties, sliced/chunk and grated (parmesan) - very reasonable as well.

And sometimes it is the little things one notes. Their egg cartons, again lesser priced then at area supermarkets, are stacked in such a way that the expiration date is displayed and immediate to see. The egg cartons tonight had expiration dates of 10 days plus from today, not always so in area supermarkets.

Added bonus - they are open 24 hours.

Their customer service is impeccable. I got there around 5:30 pm tonight, the height of shopping hours, and stayed for a good 50 minutes. Employees were there walking in aisles and departments throughout the store and approached customers incl. myself immediately, offering to help,  if it looked like anyone was searching for something. When was the last time that happened in a local supermarket??

Not all is perfect:
Seafood Dept. limited, but that's okay - better limited and fresh fish then large variety;
i could not find any of my German dumpling nor sauce mixes - but fore those i have to frequent select local supermarkets anyway.

I just hope LOW COST GROCERY STORE keeps it up with the same pricing/quality/customer service!
And do they have a bakery department and I missed it? I shall return.","Low","grocery store","Corona, CA",27,157,NA,NA,"Rose S.","2014-08-14",NA,NA,"Sat",6,10,1,2,2,5,1,1,2,3,0,2,0.019,0.031,0.003,0.006,0.006,0.016,0.003,0.003,0.006,0.009,0,0.006,11,5,"5","5",1,"rating 5"
271,"mostRecentVisit_review","This place has really great prices and pretty much everything. The store is huge, so try not to get lost. The service there is pretty good. I've had a few instances though were neither the staff no I could find the particular item I was looking for. That's ok, maybe they didn't have it. Or maybe they were just too vague about the direction I had to go in to find the item... Who knows. I don't like bagging my own groceries (mostly because I am terrible at it and I'm convinced it requires professional training) so I am knocking a star off for that, but I'll be back... I mean, I've already been there a dozen times so it clearly hasn't stopped me yet.","mostRecentVisit_rating",3,"no",NA,"6/29/2015
This place has really great prices and pretty much everything. The store is huge, so try not to get lost. The service there is pretty good. I've had a few instances though were neither the staff no I could find the particular item I was looking for. That's ok, maybe they didn't have it. Or maybe they were just too vague about the direction I had to go in to find the item... Who knows. I don't like bagging my own groceries (mostly because I am terrible at it and I'm convinced it requires professional training) so I am knocking a star off for that, but I'll be back... I mean, I've already been there a dozen times so it clearly hasn't stopped me yet.","Low","grocery store","Corona, CA",52,71,6,NA,"Heidi V.","2015-06-29",NA,NA,"Sun",6,2,2,1,2,2,0,0,1,1,1,0,0.04,0.013,0.013,0.007,0.013,0.013,0,0,0.007,0.007,0.007,0,9,5,"5","5",0,"rating 3"
272,"mostRecentVisit_review","I usually love going to LOW COST GROCERY STORE but today I just about had it.  The employees are so rude, to the point where I want to call and complain.  But besides the rude employees the store itself is great.","mostRecentVisit_rating",3,"no",NA,"1/22/2015
I usually love going to LOW COST GROCERY STORE but today I just about had it.  The employees are so rude, to the point where I want to call and complain.  But besides the rude employees the store itself is great.","Low","grocery store","Corona, CA",0,3,NA,NA,"Jessica G.","2015-01-22",NA,NA,"Sun",4,1,0,0,0,0,0,0,0,2,0,0,0.087,0.022,0,0,0,0,0,0,0,0.043,0,0,5,5,"5","5",0,"rating 3"
273,"mostRecentVisit_review","Big, big store! I went nuts my first time there as I haven't seen a supermarket with this many food items other that a giant Costco or Sams Club type big box store. Lots of good prices, some not so good. Dog and cat food and supplies, prices not any better than my regular supermarket. Just be a prudent shopper, don't assume that everything here is better prices than your usual grocery store. That being said, I saw a 50 cent loaf of bread here which surprised me. I haven't seen bread that cheap in years, even at the day old bread store.  The store is clean and immense. You will have to bag your own groceries so be prepared. Not my most fun part of the experience.","mostRecentVisit_rating",4,"no",NA,"5/31/2016
Big, big store! I went nuts my first time there as I haven't seen a supermarket with this many food items other that a giant Costco or Sams Club type big box store. Lots of good prices, some not so good. Dog and cat food and supplies, prices not any better than my regular supermarket. Just be a prudent shopper, don't assume that everything here is better prices than your usual grocery store. That being said, I saw a 50 cent loaf of bread here which surprised me. I haven't seen bread that cheap in years, even at the day old bread store.  The store is clean and immense. You will have to bag your own groceries so be prepared. Not my most fun part of the experience.","Low","grocery store","Phoenix, AZ",NA,96,NA,NA,"Deb M.","2016-05-31",NA,NA,"Tue",3,3,0,1,4,0,1,1,3,0,2,1,0.02,0.02,0,0.007,0.027,0,0.007,0.007,0.02,0,0.014,0.007,10,5,"5","5",0,"rating 4"
274,"mostRecentVisit_review"," I shop here because if there great low prices & a great selection... Kind if like Costco but a tad smaller... The cashiers are friendly & helpful... Great deli items as well!...","mostRecentVisit_rating",5,"no",NA,"8/17/2014
 1 check-in

I shop here because if there great low prices & a great selection... Kind if like Costco but a tad smaller... The cashiers are friendly & helpful... Great deli items as well!...","Low","grocery store","Ontario, CA",179,32,59,NA,"Sergio A.","2014-08-17",NA,1,"Tue",1,0,0,0,0,0,0,0,0,1,0,0,0.024,0,0,0,0,0,0,0,0,0.024,0,0,4,1,"tie","4",0,"rating 5"
275,"mostRecentVisit_review"," Nascar is in town and my local LOW COST GROCERY STORE was wiped out of dry ice.  Oh no, am headin out of town for three days of camping.  Had to go to the nearest LOW COST GROCERY STORE in Norco to get some.  Very friendly, clean & fast.  Did not have time to look around because my focus was for only thing and get out.  For thoses, that don't know.  Dry ice sold here plus open 24 hours","mostRecentVisit_rating",5,"no",NA,"3/23/2016
 1 check-in

Nascar is in town and my local LOW COST GROCERY STORE was wiped out of dry ice.  Oh no, am headin out of town for three days of camping.  Had to go to the nearest LOW COST GROCERY STORE in Norco to get some.  Very friendly, clean & fast.  Did not have time to look around because my focus was for only thing and get out.  For thoses, that don't know.  Dry ice sold here plus open 24 hours","Low","grocery store","Fontana, CA",37,2,NA,NA,"Chien P.","2016-03-23",NA,1,"Mon",1,2,3,1,1,0,0,0,1,0,0,0,0.011,0.021,0.032,0.011,0.011,0,0,0,0.011,0,0,0,7,5,"5","5",1,"rating 5"
276,"mostRecentVisit_review","i love going to LOW COST GROCERY STORE  the store is always clean ans the staff is always courteous .  their low prices are one of the best reason to go to LOW COST GROCERY STORE! I recommend them to every one!","mostRecentVisit_rating",4,"no",NA,"4/15/2014
i love going to LOW COST GROCERY STORE  the store is always clean ans the staff is always courteous .  their low prices are one of the best reason to go to LOW COST GROCERY STORE! I recommend them to every one!","Low","grocery store","Riverside, CA",36,12,5,NA,"Katie D.","2014-04-15",NA,NA,"Sun",3,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0,4,1,"tie","2",0,"rating 4"
277,"mostRecentVisit_review"," I has never been to a LOW COST GROCERY STORE until this one opened. I like LOW COST GROCERY STORE for certain things. I do not do all of my grocery shopping here. They have a great bulk section with everything imaginable. Baking goods, trail mix, cereals, spices, pastas, rices, etcetera. Their meat department has a great selection and is reasonably priced. All of their canned goods are really reasonable too. They are open 24 hours so that is convenient! Overall I like LOW COST GROCERY STORE but their produce department is lacking.","mostRecentVisit_rating",4,"no",NA,"1/19/2015
 1 check-in

I has never been to a LOW COST GROCERY STORE until this one opened. I like LOW COST GROCERY STORE for certain things. I do not do all of my grocery shopping here. They have a great bulk section with everything imaginable. Baking goods, trail mix, cereals, spices, pastas, rices, etcetera. Their meat department has a great selection and is reasonably priced. All of their canned goods are really reasonable too. They are open 24 hours so that is convenient! Overall I like LOW COST GROCERY STORE but their produce department is lacking.","Low","grocery store","Corona, CA",95,284,16,NA,"Dana Z.","2015-01-19",NA,1,"Thu",0,1,1,1,1,2,1,0,1,1,0,1,0,0.009,0.009,0.009,0.009,0.019,0.009,0,0.009,0.009,0,0.009,10,5,"5","5",0,"rating 4"
278,"mostRecentVisit_review","If you're looking for quality groceries at a pretty reasonable price, and absolutely can not stand the ridiculous lines and lousy workers at Walmart, then LOW COST GROCERY STORE is the best place for you! I've been going to Walmart for the past couple years for after hour snacks, booze, milk, you name it. Then I found out that LOW COST GROCERY STORE was Great place to go if you need something real quick and in a hurry, at all times of the day. Plus they have a self-checkout. Still pretty new to LOW COST GROCERY STORE, and I haven't even checked out their self-serve candy section! Give them a try! I'm pretty sure you'll love them!","mostRecentVisit_rating",5,"no",NA,"3/19/2014
If you're looking for quality groceries at a pretty reasonable price, and absolutely can not stand the ridiculous lines and lousy workers at Walmart, then LOW COST GROCERY STORE is the best place for you! I've been going to Walmart for the past couple years for after hour snacks, booze, milk, you name it. Then I found out that LOW COST GROCERY STORE was 24/7. Simply put, I don't go to Walmart for food anymore. Just don't get a whole cartful of stuff because you're going to have to bag it yourself.

Great place to go if you need something real quick and in a hurry, at all times of the day. Plus they have a self-checkout. Still pretty new to LOW COST GROCERY STORE, and I haven't even checked out their self-serve candy section! Give them a try! I'm pretty sure you'll love them!","Low","grocery store","Norco, CA",93,2,NA,NA,"Anthony N.","2014-03-19",NA,NA,"Thu",4,4,4,1,1,1,0,5,1,0,0,0,0.03,0.03,0.03,0.007,0.007,0.007,0,0.037,0.007,0,0,0,9,5,"5","5",1,"rating 5"
279,"mostRecentVisit_review","CHIROPRACTIC Chiropractic Spa is fantastic! I have been seeing both DOCTOR and DOCTOR for three years now. Their love and passion for the health and wellness industry is well-reflected in the genuine care and superior services they provide for their patients. The ladies in the office staff are friendly and wonderful. Thanks for caring. Keep up the great work!
Rob
","mostRecentVisit_rating",5,"no",NA,"10/19/2018Updated review
CHIROPRACTIC Chiropractic Spa is fantastic! I have been seeing both DOCTOR and DOCTOR for three years now. Their love and passion for the health and wellness industry is well-reflected in the genuine care and superior services they provide for their patients. The ladies in the office staff are friendly and wonderful. Thanks for caring. Keep up the great work!
Rob
","Avg","chiropractic","Mira Loma, CA",8,3,NA,NA,"Rob S.","2018-10-19",NA,NA,"Thu",5,5,4,1,0,1,0,0,0,0,0,0,0.076,0.076,0.061,0.015,0,0.015,0,0,0,0,0,0,8,5,"5","5",1,"rating 5"
28,"mostRecentVisit_review","The team here at CHIROPRACTIC is excellent!
My opinion,  ( aka ) is the best chiropractor in Corona. He knows various adjustment treatments, is very knowledgeable, gentle yet firm, and loves what he does!

If you want a massage prior to an adjustment, they have a team of masseuses to choose from.

Try  one time & you'll be hooked. I strongly recommend CHIROPRACTIC to everyone!!!","mostRecentVisit_rating",5,"no",NA,"11/25/2018
The team here at CHIROPRACTIC is excellent!
My opinion,  ( aka ) is the best chiropractor in Corona. He knows various adjustment treatments, is very knowledgeable, gentle yet firm, and loves what he does!

If you want a massage prior to an adjustment, they have a team of masseuses to choose from.

Try  one time & you'll be hooked. I strongly recommend CHIROPRACTIC to everyone!!!","Avg","chiropractic","Corona, CA",NA,8,NA,NA,"David R.","2018-11-25",NA,NA,"Wed",1,1,0,1,0,1,0,2,0,0,0,0,0.012,0.012,0,0.012,0,0.012,0,0.025,0,0,0,0,8,5,"5","5",1,"rating 5"
280,"mostRecentVisit_review","I have shopped there several times and each time it gets worse. The produce is NOT fresh. I saw bugs on the onions last time I went, the fresh herbs always look like something salvaged from the trash, and the self check out always has to have someone override the errors. The bulk bins are the most unsanitary things in the store. The employees that are not standing around in the back of the store gossiping, will stock the shelves while people are shopping and the isles are so narrow that you can't get by. I see kids sticking their hands in the candy as well as adults who can't read the no sampling signs. I went in today hoping things had changed but got to the produce section and it was so bad that this time I turned around and walked out. I would much rather pay a little more at Stater Brothers than be disgusted by this store.","mostRecentVisit_rating",1,"no",NA,"5/17/2014
I have shopped there several times and each time it gets worse. The produce is NOT fresh. I saw bugs on the onions last time I went, the fresh herbs always look like something salvaged from the trash, and the self check out always has to have someone override the errors. The bulk bins are the most unsanitary things in the store. The employees that are not standing around in the back of the store gossiping, will stock the shelves while people are shopping and the isles are so narrow that you can't get by. I see kids sticking their hands in the candy as well as adults who can't read the no sampling signs. I went in today hoping things had changed but got to the produce section and it was so bad that this time I turned around and walked out. I would much rather pay a little more at Stater Brothers than be disgusted by this store.","Low","grocery store","Wharton, TX",0,21,6,NA,"Alison B.","2014-05-17",NA,NA,"Tue",17,5,0,2,3,0,2,1,2,1,0,0,0.099,0.029,0,0.012,0.017,0,0.012,0.006,0.012,0.006,0,0,8,5,"5","5",0,"rating 1"
281,"mostRecentVisit_review","I usually shop sales/ weekly ads but when I don't LOW COST GROCERY STORE is our go to grocery store. Having said that I find myself frustrated with random price hikes like lemonade going from 1.48 a carton to 2.18, and chobani flip 4 pack which they just started carrying go from 3.74 to 4.54. Not a big deal to most people but we go through 24 packs of chobani flip a week. And when you just grab your usual items without checking price you might be in for a surprise. Keeps happening to me at LOW COST GROCERY STORE. I will keep shopping here for convenience just keep your eyes on the price.","mostRecentVisit_rating",3,"no",NA,"3/31/2016
I usually shop sales/ weekly ads but when I don't LOW COST GROCERY STORE is our go to grocery store. Having said that I find myself frustrated with random price hikes like lemonade going from 1.48 a carton to 2.18, and chobani flip 4 pack which they just started carrying go from 3.74 to 4.54. Not a big deal to most people but we go through 24 packs of chobani flip a week. And when you just grab your usual items without checking price you might be in for a surprise. Keeps happening to me at LOW COST GROCERY STORE. I will keep shopping here for convenience just keep your eyes on the price.","Low","grocery store","Norco, CA",3,21,NA,NA,"Rana H.","2016-03-31",NA,NA,"Tue",1,2,2,0,1,1,0,2,1,2,0,1,0.008,0.016,0.016,0,0.008,0.008,0,0.016,0.008,0.016,0,0.008,9,5,"5","5",0,"rating 3"
282,"mostRecentVisit_review","My family loves this place, we shop here all the time! The prices are amazing, and the staff is really nice. My two year old even knocked a glass jar of pickles of the shelf and they came and cleaned it up right away and said to not worry about it at all. We rarely wait in a long line to check out. Bagging our own groceries can be challenging with two little ones in two but it keeps the costs down for them I believe and it's no biggie. I also love knowing it's open 24hrs.","mostRecentVisit_rating",5,"no",NA,"9/24/2016
My family loves this place, we shop here all the time! The prices are amazing, and the staff is really nice. My two year old even knocked a glass jar of pickles of the shelf and they came and cleaned it up right away and said to not worry about it at all. We rarely wait in a long line to check out. Bagging our own groceries can be challenging with two little ones in two but it keeps the costs down for them I believe and it's no biggie. I also love knowing it's open 24hrs.","Low","grocery store","Corona, CA",190,4,NA,NA,"Cassandra S.","2016-09-24",NA,NA,"Tue",5,5,1,0,0,1,1,0,1,1,0,1,0.047,0.047,0.009,0,0,0.009,0.009,0,0.009,0.009,0,0.009,9,5,"5","5",1,"rating 5"
283,"mostRecentVisit_review","Its as if your walking into a Food For Less as it has the same warehouse look.  Their produce is a bit cheaper than others and have a large selection.  Their selection of bin items is unbelievable and I typically purchase the organic cane sugar, organic coconut flour, organic brown rice, peanut clusters which are about half the price of Sprouts but they have everything from pancake mix, salad dressing mix, spices, nuts, trail mix and others!  While they do have a large meat selection it just didnt look good and their really isn't any organic choices available.   They had a small selection of oils and I couldn't find grapeseed oil anywhere but they do carry a reasonably priced coconut oil.  The store is clean and the staff friendly and you get to bag your own groceries.  Yipee!
","mostRecentVisit_rating",4,"no",NA,"8/20/2014
Its as if your walking into a Food For Less as it has the same warehouse look.  Their produce is a bit cheaper than others and have a large selection.  Their selection of bin items is unbelievable and I typically purchase the organic cane sugar, organic coconut flour, organic brown rice, peanut clusters which are about half the price of Sprouts but they have everything from pancake mix, salad dressing mix, spices, nuts, trail mix and others!  While they do have a large meat selection it just didnt look good and their really isn't any organic choices available.   They had a small selection of oils and I couldn't find grapeseed oil anywhere but they do carry a reasonably priced coconut oil.  The store is clean and the staff friendly and you get to bag your own groceries.  Yipee!
","Low","grocery store","Riverside, CA",43,195,8,NA,"Iliana R.","2014-08-20",NA,NA,"Fri",5,7,1,3,0,4,0,1,0,2,1,0,0.031,0.044,0.006,0.019,0,0.025,0,0.006,0,0.012,0.006,0,10,5,"5","5",0,"rating 4"
284,"mostRecentVisit_review","I am excited that we have a local LOW COST GROCERY STORE in our neighborhood. I have already returned to the store twice. Prices seems to have gone slightly higher after Thanksgiving weekend. Some items are still cheaper than our local Ralphs and Vons. Will continue to purchase here as long as prices don't get much higher.","mostRecentVisit_rating",4,"no",NA,"12/3/2013
I am excited that we have a local LOW COST GROCERY STORE in our neighborhood. I have already returned to the store twice. Prices seems to have gone slightly higher after Thanksgiving weekend. Some items are still cheaper than our local Ralphs and Vons. Will continue to purchase here as long as prices don't get much higher.","Low","grocery store","Corona, CA",1047,46,36,NA,"Sarah O.","2013-12-03",NA,NA,"Tue",1,1,0,3,1,0,0,0,0,0,0,0,0.016,0.016,0,0.048,0.016,0,0,0,0,0,0,0,6,5,"5","5",0,"rating 4"
285,"mostRecentVisit_review"," I love that the store is open 24 hours a day!  Great prices! It is a great place to get water refills and the produce is always fresh.","mostRecentVisit_rating",4,"no",NA,"8/25/2014
 2 check-ins

I love that the store is open 24 hours a day!  Great prices! It is a great place to get water refills and the produce is always fresh.","Low","grocery store","Corona, CA",5,45,3,NA,"A C.","2014-08-25",NA,2,"Wed",2,1,0,0,1,0,0,0,0,0,0,0,0.065,0.032,0,0,0.032,0,0,0,0,0,0,0,5,5,"5","5",0,"rating 4"
286,"mostRecentVisit_review","Never disappointed. I'm not a big time yelper but this last trip was just awesome. Everyone was helpful and really seemed to know the store aside from just having really genuine smiles. I'm sold!","mostRecentVisit_rating",5,"no",NA,"6/19/2014
Never disappointed. I'm not a big time yelper but this last trip was just awesome. Everyone was helpful and really seemed to know the store aside from just having really genuine smiles. I'm sold!","Low","grocery store","Rowland Heights, CA",228,38,6,NA,"Uriel G.","2014-06-19",NA,NA,"Thu",1,1,0,0,0,0,1,0,1,1,0,0,0.026,0.026,0,0,0,0,0.026,0,0.026,0.026,0,0,6,5,"5","5",1,"rating 5"
287,"mostRecentVisit_review","I love buying in Bulk...such a money saver. Always something new to look forward to and at great prices. People whom don't like shopping at Walmart will get comparable pricing here and its open 24hrs. Would give a 5 ....but I hate carrying cash and hardly use my debit card!","mostRecentVisit_rating",4,"no",NA,"7/3/2014
I love buying in Bulk...such a money saver. Always something new to look forward to and at great prices. People whom don't like shopping at Walmart will get comparable pricing here and its open 24hrs. Would give a 5 ....but I hate carrying cash and hardly use my debit card!","Low","grocery store","Corona, CA",89,6,3,NA,"Rosa S.","2014-07-03",NA,NA,"Tue",0,3,0,0,0,0,0,0,0,1,0,0,0,0.049,0,0,0,0,0,0,0,0.016,0,0,5,5,"5","5",0,"rating 4"
288,"mostRecentVisit_review","I love how inexpensive this store is the only complaint I have is the ""by the pound containers"" .. I hate the containers being accessible to little kids digging into them with their drool covered hands, which I have seen every time I've gone to this store. It REALLY bothers me that some employees witness this as well and do nothing about it :(","mostRecentVisit_rating",3,"no",NA,"6/6/2014
I love how inexpensive this store is the only complaint I have is the ""by the pound containers"" .. I hate the containers being accessible to little kids digging into them with their drool covered hands, which I have seen every time I've gone to this store. It REALLY bothers me that some employees witness this as well and do nothing about it :(","Low","grocery store","Corona, CA",56,16,NA,NA,"Savi I.","2014-06-06",NA,NA,"Fri",4,1,0,2,1,0,3,0,0,0,0,1,0.058,0.014,0,0.029,0.014,0,0.043,0,0,0,0,0.014,8,5,"5","5",0,"rating 3"
289,"mostRecentVisit_review","My husband and i recently went to LOW COST GROCERY STORE. I must admit i loved it! I really like the fact it stays open 24 hours. I work crazy shifts so it helps I can go right after work no matter what time I get off!","mostRecentVisit_rating",5,"no",NA,"3/27/2014
My husband and i recently went to LOW COST GROCERY STORE. I must admit i loved it! I really like the fact it stays open 24 hours. I work crazy shifts so it helps I can go right after work no matter what time I get off!","Low","grocery store","Corona, CA",NA,23,NA,NA,"Laura J.","2014-03-27",NA,NA,"Fri",1,1,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,5,5,"5","5",1,"rating 5"
29,"mostRecentVisit_review","  CHIROPRACTIC is an awesome practice ran by wonderful staff. If you need an adjustment DOCTOR will get you feeling better after a few visits. If you are in need of a back adjustment he is awesome! He worked out my sciatica pain and has also helped my sister who was in a car accident. Ann, the case manager, was super sweet through the ordeal and helped my sister with her settlement. Whole Body health is CHIROPRACTIC!!!","mostRecentVisit_rating",5,"no",NA,"2/9/2018
 1 photo

 1 check-in

CHIROPRACTIC is an awesome practice ran by wonderful staff. If you need an adjustment DOCTOR will get you feeling better after a few visits. If you are in need of a back adjustment he is awesome! He worked out my sciatica pain and has also helped my sister who was in a car accident. Ann, the case manager, was super sweet through the ordeal and helped my sister with her settlement. Whole Body health is CHIROPRACTIC!!!","Avg","chiropractic","Riverside, CA",0,4,4,NA,"Sirbrinna W.","2018-02-09",1,1,"Mon",2,2,0,0,0,0,0,3,0,0,0,1,0.024,0.024,0,0,0,0,0,0.036,0,0,0,0.012,7,5,"5","5",1,"rating 5"
290,"mostRecentVisit_review"," Excellent spa for chiropractic, acupuncture and massage. I do all three services throughout the year. Great staff all around and wonderful doctors and therapists. Highly recommended.
","mostRecentVisit_rating",5,"no",NA,"10/10/2018Updated review
 1 check-in

Excellent spa for chiropractic, acupuncture and massage. I do all three services throughout the year. Great staff all around and wonderful doctors and therapists. Highly recommended.
","Avg","chiropractic","Anaheim, CA",NA,27,3,NA,"Saheyala T.","2018-10-10",NA,1,"Tue",1,3,1,0,0,0,0,0,0,0,0,0,0.033,0.1,0.033,0,0,0,0,0,0,0,0,0,6,5,"5","5",1,"rating 5"
291,"mostRecentVisit_review","I give it 5 stars. Aside from the location, I love that it's open 24 hours. My hubby and I love coming during the night hours it's emptier at night time. Plus we love the self check out! Employees are friendly, clean, neat unless you go after midnight that's when they do their stocking of their items so carts and boxes are every where. Prices are wonderful! Haven't had any incidents there yet and I hope to keep it that way!","mostRecentVisit_rating",5,"no",NA,"12/2/2013
I give it 5 stars. Aside from the location, I love that it's open 24 hours. My hubby and I love coming during the night hours it's emptier at night time. Plus we love the self check out! Employees are friendly, clean, neat unless you go after midnight that's when they do their stocking of their items so carts and boxes are every where. Prices are wonderful! Haven't had any incidents there yet and I hope to keep it that way!","Low","grocery store","Corona, CA",38,23,2,NA,"Vanessa B.","2013-12-02",NA,NA,"Mon",3,3,0,0,3,1,0,1,0,0,0,0,0.032,0.032,0,0,0.032,0.011,0,0.011,0,0,0,0,7,5,"5","5",1,"rating 5"
292,"mostRecentVisit_review","I love this store. 24 hours, great prices and always a lot of lanes open. The one thing that keeps it from 5 stars are the crappy self check-outs. They constantly have problems, you want to cancel an item and you have to wait for an employee to help and sometimes they take really long. Why can't the item just cancel without assistance. Or when it's weighing something, it doesn't weigh it right somehow putting it in the bagging area and again, you have to wait for assistance. I would go into a regular checkout line, but I like doing things on my own to gain experience. It's like learning how to be a cashier without the job. Please remove the ""wait for assistance"", because we're perfectly capable of calling them ourselves without the machine wasting our time.","mostRecentVisit_rating",3,"no",NA,"11/24/2015
I love this store. 24 hours, great prices and always a lot of lanes open. The one thing that keeps it from 5 stars are the crappy self check-outs. They constantly have problems, you want to cancel an item and you have to wait for an employee to help and sometimes they take really long. Why can't the item just cancel without assistance. Or when it's weighing something, it doesn't weigh it right somehow putting it in the bagging area and again, you have to wait for assistance. I would go into a regular checkout line, but I like doing things on my own to gain experience. It's like learning how to be a cashier without the job. Please remove the ""wait for assistance"", because we're perfectly capable of calling them ourselves without the machine wasting our time.","Low","grocery store","Corona, CA",0,10,NA,NA,"Mayra M.","2015-11-24",NA,NA,"Tue",7,4,3,3,1,2,1,3,0,1,0,0,0.045,0.025,0.019,0.019,0.006,0.013,0.006,0.019,0,0.006,0,0,10,5,"5","5",0,"rating 3"
